"name","producer","region"
"Pian di Seta Vermentino di Toscana","Villetta di Monterufoli","Toscana"
"Pian Romualdo Barbera d'Alba","Prunotto","Piemonte"
"Piana della Melia Cirò Greco Bianco","Santa Venere","Cirò"
"Piandelprete Dolcetto d'Asti","Bersano","Asti"
"Piane di Maggio Cerasuolo d'Abruzzo Rosè","Agriverde","Abruzzo"
"Piane di Maggio Chardonnay","Agriverde","Abruzzo"
"Piane di Maggio Montepulciano d'Abruzzo","Agriverde","Abruzzo"
"Piane di Maggio Trebbiano d'Abruzzo","Agriverde","Trebbiano d'Abruzzo"
"Pianetto Bolgheri","Tenuta Argentiera","Bolgheri"
"Piani di Tufara Moscato di Trani Dolce","Rivera","Moscato di Trani"
"Piani Noce Dolcetto d'Alba","Parusso","Dolcetto d'Alba"
"Pianilonghi","De Tarczal","Trentino-Alto Adige"
"Piano Chiuso Riserva Primitivo di Manduria","Masca del Tacco","Primitivo di Manduria"
"Piano dei Daini Etna Rosso","Tenute Bosco","Etna"
"Piano delli Perdoni Dolcetto d’Alba","Mossio","Dolcetto d'Alba"
"Piano Maltese Sicillane","Tenuta Rapitalà","Terre Siciliane"
"Piano Montevergine Taurasi","Feudi di San Gregorio","Campania"
"Pianoalto Barbera d'Asti Superiore Nizza","Bava","Barbera d'Asti"
"Pianromualdo Barbera d'Alba","Rocca Giovanni","Barbera d'Alba"
"Piansoprano Riviera Ligure Di Ponente Pigato","Guidi Fioreno","Liguria"
"Piasi Moscato d'Asti","Dante Rivetti","Langhe"
"Piasi Piemonte Chardonnay","Canato Marco","Piemonte"
"Piastraia Bolgheri Superiore","Michele Satta","Bolgheri Superiore"
"Piave Cabernet","Italo Cescon","Piave"
"Piave Chardonnay","Italo Cescon","Veneto"
"Piave Merlot","Italo Cescon","Piave"
"Picàie","Cecilia Beretta","Veneto"
"Piccanti Rosso di Toscana","Piccini","Toscana"
"Picciò Syrah","Castorani","Abruzzo"
"Piccola Nera","Giorgio Nicolini","Delle Venezie"
"Piccolebolle Salentine Spumante","Duca Carlo Guarini","Puglia"
"Piccolebolle Spumante Brut Rosato","Duca Carlo Guarini","Puglia"
"Piccoli Passi Salento Rosè","Candido","Puglia"
"Piccolo Giovanni Amabile Rosato Lambrusco","Comportillo","Emilia"
"Piceno Bacchus","Ciù Ciù","Rosso Piceno"
"Pichetta Cabernet Sauvignon-Nero d'Avola","Andrero","Terre Siciliane"
"Picolit","Conte d'Attimis Maniago","Friuli-Venezia Giulia"
"Picolit","Rodaro","Venezia"
"Picolit","Livio Felluga","Colli Orientali del Friuli"
"Picolit","Fortnum and Mason","Colli Orientali del Friuli Picolit"
"Picolit","Attems","Friuli-Venezia Giulia"
"Picolit","La Tunella","Friuli-Venezia Giulia"
"Picolit","Dorigo","Friuli-Venezia Giulia"
"Picolit","Angoris","Colli Orientali del Friuli Picolit"
"Picolit","Gigante","Friuli-Venezia Giulia"
"Picolit","Aquila del Torre","Friuli-Venezia Giulia"
"Picolit","Rocca Bernarda","Friuli-Venezia Giulia"
"Picolit","Miklus","Collio"
"Picolit","Valentino Butussi","Colli Orientali del Friuli Picolit"
"Picolit","Ermacora","Friuli-Venezia Giulia"
"Picolit","Specogna","Colli Orientali del Friuli"
"Picolit","Petrucco","Friuli-Venezia Giulia"
"Picolit","Sara & Sara","Venezia Giulia"
"Picolit","Il Cantiniere d'Italia","Lombardia"
"Picolit","La Roncaia","Colli Orientali del Friuli Picolit"
"Picolit","Ronco dei Tassi","Friuli-Venezia Giulia"
"Picolit","Zorzettig Vini","Colli Orientali del Friuli Picolit"
"Picolit","Marco Sara","Friuli-Venezia Giulia"
"Picolit","Torre Rosazza","Colli Orientali del Friuli"
"Picolit","Perusini","Colli Orientali del Friuli"
"Picolit","Muzic","Collio"
"Picolit","Colutta","Colli Orientali del Friuli"
"Picolit","Valbene","Veneto"
"Picolit (Dolce)","Ronchi di Manzano","Colli Orientali del Friuli"
"Picolit Collio","Cormòns","Collio"
"Picolit di Cialla","Ronchi di Cialla","Friuli-Venezia Giulia"
"Picolit di Cormons","Subida di Monte","Friuli-Venezia Giulia"
"Piconello Cabernet Sauvignon","Rizzuto","Terre Siciliane"
"Picotis Schioppettino","Livon","Friuli-Venezia Giulia"
"Picus Rosso Piceno Superiore","Simone Capecci","Rosso Piceno"
"Piè Franco Barolo","Cappellano","Piemonte"
"Piedirosso","Fontanavecchia","Sannio"
"Piedirosso","Feudi di San Gregorio","Campania"
"Piedirosso Campania Pedì","Vesevo","Campania"
"Piedirosso Campi Flegrei","Cantine Federiciane Monteleone","Campi Flegrei"
"Piedirosso dei Campi Fiegrei","Grotta del Sole","Campania"
"Pieluni Montepulciano d'Abruzzo Colline Teramane Riserva","Illuminati","Montepulciano d'Abruzzo Colline Teramane"
"Piemonte Albarossa","Castello di Neive","Piemonte"
"Piemonte Barbera","Il Poggio dei Vigneti","Veneto"
"Piemonte Barbera","Sant'Orsola","Piemonte"
"Piemonte Barbera","Terre del Barolo","Langhe"
"Piemonte Barbera","Capetta","Piemonte"
"Piemonte Barbera","Marco Pontarelli","Piemonte"
"Piemonte Barbera","Casetta","Langhe"
"Piemonte Berrone Pietro Monferrato Chardonnay","Berrone Pietro","Monferrato"
"Piemonte Brachetto","Batasiolo","Piemonte"
"Piemonte Brachetto","Sant'Orsola","Piemonte"
"Piemonte Brachetto Dolce","Patrizi","Piemonte"
"Piemonte Chardonnay","Laficaia","Barolo"
"Piemonte Chardonnay","Tenuta Foresta","Piemonte"
"Piemonte Chardonnay","Toso","Piemonte"
"Piemonte Chardonnay","Boebri Bevion","Piemonte"
"Piemonte Chardonnay","Carlin de Paolo","Langhe"
"Piemonte Chardonnay","Fratelli Levis","Langhe"
"Piemonte Chardonnay Brut Reserva","Toso","Piemonte"
"Piemonte Cireseto Grignolino","Fontanafredda","Piemonte"
"Piemonte Cortese","La Canova di Barbero Piero","Barbaresco"
"Piemonte Cortese","Miliasso","Piemonte"
"Piemonte Cortese","Govone","Piemonte"
"Piemonte Cortese","Toso","Piemonte"
"Piemonte Cortese","Cantina Asti Barbera","Piemonte"
"Piemonte Dolcetto","Il Pozzo","Piemonte"
"Piemonte Dolcetto","Clavesana","Piemonte"
"Piemonte Dolcetto Le Terre","Terre del Barolo","Piemonte"
"Piemonte Grignolino","Castello di Neive","Piemonte"
"Piemonte Grignolino","Fontanafredda","Piemonte"
"Piemonte Grignolino","Boschis Francesco","Piemonte"
"Piemonte L'Altro Moscato Passito","Marchesi di Gresy","Piemonte"
"Piemonte Moscato","Cantine Aurora","Piemonte"
"Piemonte Moscato","Capetta","Asti"
"Piemonte Moscato","Cantina del Moscato","Piemonte"
"Piemonte Passito Muscatel Tardì Moscato","Batasiolo","Piemonte"
"Piemonte Rosato","Ricossa","Piemonte"
"Piemonte Rosso","Sartirano Figli Cantine e Vigneti","Langhe"
"Piere Sauvignon Blanc","Vie di Romans","Friuli-Venezia Giulia"
"Piero Coppo Riserva del Fondatore","Coppo","Piemonte"
"Pietra (Primitivo-Susumaniello)","Menhir","Salento"
"Pietra Caya Malvasia Salento","San Donaci","Puglia"
"Pietra del Diavolo Vino Nobile di Montepulciano","Tenuta Il Faggeto","Toscana"
"Pietra di Cabernet Sauvignon","Piera Martellozzo","Trentino-Alto Adige"
"Pietra di Pinot Grigio Blush","Piera Martellozzo","Delle Venezie"
"Pietra Fine Asolo Prosecco Superiore","Case Paolin","Asolo Prosecco"
"Pietra Marina Etna Bianco Superiore","Benanti","Etna"
"Pietra Rossa Vino Nobile di Montepulciano","Contucci","Toscana"
"Pietra Salice Salentino","Menhir","Salento"
"Pietra Susumaniello","Menhir","Salento"
"Pietradonice","Casanova di Neri","Toscana"
"Pietrafitta Salento Primitivo","Mocavero","Salento"
"Pietraincatenata Fiano","Luigi Maffini","Campania"
"Pietraluna Negroamaro","Torreguaceto","Salento"
"Pietramontis Lagrein","Villa Corniole","Trentino-Alto Adige"
"Pietramontis Teroldego Rotaliano","Villa Corniole","Trentino-Alto Adige"
"Pietranera","Marco de Bartoli","Terre Siciliane"
"Pietranera Toscana","Piaggia","Carmignano"
"Pietranera Vino Nobile di Montepulciano Riserva","Tenuta Il Faggeto","Toscana"
"Pietrarizzo Etna Rosso","Tornatore","Etna"
"Pietro","Le Filigare","Chianti"
"Pietro Colla Extra Brut","Poderi Colla","Piemonte"
"Pietro Dal Cero Amarone della Valpolicella","Cà dei Frati","Lombardia"
"Pietro Dal Cero Grappa da Vinaccia di Amarone","Cà dei Frati","Lombardia"
"Pietro Disarti Barolo Bussia","Pietro Sartirano","Piemonte"
"Pietro Forno Moscato d'Asti","Il Falchetto","Asti"
"Pietro Junior Amarone della Valpolicella","Pietro Zardini","Amarone della Valpolicella"
"Pietro Junior Valpolicella Ripasso Superiore","Pietro Zardini","Valpolicella Ripasso"
"Pietrose","Talosa","Vino Nobile di Montepulciano"
"Pieve San Vito Bardolino","Tenuta Valleselle","Veneto"
"Pieve San Vito Bardolino Classico","Tenuta Valleselle","Bardolino Classico"
"Pieve Santa Restituta Brunello di Montalcino","Gaja","Brunello di Montalcino"
"Pieve Santa Restituta Rennina Brunello di Montalcino","Gaja","Piemonte"
"Pieve Santa Restituta Sugarille Brunello di Montalcino","Gaja","Piemonte"
"Pieve Sant'Angelus Cabernet Sauvignon-Corvina","Tenuta Valleselle","Veneto"
"Pieve Vecchia Soave","Fasoli Gino","Veneto"
"Pievecroce","Costaripa","Ronchi di Brescia"
"Pigaro Amarone della Valpolicella Classico","Speri","Amarone della Valpolicella Classico"
"Pigato","Durin","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Le Crêuze","Riviera Ligure di Ponente"
"Pigato Riviera Ligure Di Ponente","Casanova","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Sancio","Liguria"
"Pigato Riviera Ligure di Ponente","Rocche del Gatto","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Colledora","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Enovalnervia","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Alessandro Tognoli","Liguria"
"Pigato Riviera Ligure di Ponente","Ingauni","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Feipu dei Massaretti","Liguria"
"Pigato Riviera Ligure di Ponente","Ramoino","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Terre Bianche","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Du Nemu","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Anfossi","Liguria"
"Pigato Riviera Ligure di Ponente","Il Cascin","Liguria"
"Pigato Riviera Ligure di Ponente","Fieschi","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Fratelli Carli","Liguria"
"Pigato Riviera Ligure di Ponente","Benedetta Isnardi","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Ortovero","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Lupi","Riviera Ligure di Ponente"
"Pigato Riviera Ligure di Ponente","Paganini","Liguria"
"Pigato Riviera Ligure di Ponente","Torre Pernice","Liguria"
"Pigna Rossa Montecucco Sangiovese Riserva","Begnardi","Toscana"
"Pignacolusse Rosso","Jermann","Friuli-Venezia Giulia"
"Pigno Soave Classico","Giannitessari","Soave Classico"
"Pignocco Verdicchio dei Castelli di Jesi","Azienda Santa Barbara-Stefano Antonucci","Marche"
"Pignol Cru","Bressan","Friuli-Venezia Giulia"
"Pignoletto","Virgilio Sandoni","Emilia-Romagna"
"Pignoletto","Tavernello","Emilia-Romagna"
"Pignoletto","Tomisa","Emilia-Romagna"
"Pignoletto","Tenuta Iris","Rubicone"
"Pignoletto","Cavicchioli","Emilia-Romagna"
"Pignoletto","Torre dei Colli","Lambrusco Grasparossa di Castelvetro"
"Pignoletto Arco delle Rose Frizzante","Chiarli 1860","Modena"
"Pignoletto Brut","Gaetano Righi","Emilia-Romagna"
"Pignoletto dell'Emilia Frizzante","Cantina Settecani","Emilia"
"Pignoletto Emilia Frizzante Secco","Manicardi","Emilia-Romagna"
"Pignoletto Extra Dry","Cleto","Emilia-Romagna"
"Pignoletto Frizzante","Cascina S.Maria","Emilia-Romagna"
"Pignoletto Frizzante","Masone Campogalliano","Emilia"
"Pignoletto Frizzante","Mulino Braglia","Emilia-Romagna"
"Pignoletto Frizzante","Terre Forti","Emilia-Romagna"
"Pignoletto Frizzante","Riunite","Emilia-Romagna"
"Pignoletto Frizzante Antico Sigillo","Chiarli 1860","Modena"
"Pignoletto Frizzante Secco","S. Croce","Toscana"
"Pignoletto Reno Brut","Allini","Asti"
"Pignoletto Reno Vino Spumante Brut","Allini","Asti"
"Pignoletto Spumante","Tre Torri","Emilia-Romagna"
"Pignoletto Spumante Brut","I. W. C.","Emilia-Romagna"
"Pignoletto Spumante Extra Dry","Oasi Paradiso","Colli Bolognesi Classico Pignoletto"
"Pignoletto Spumante Extra Dry","Cantine Sgarzi Luigi","Emilia-Romagna"
"Pignolo","Maurizio Zaccomer","Friuli-Venezia Giulia"
"Pignolo","Castello Santanna","Colli Orientali del Friuli"
"Pignolo","Scarbolo Sergio","Colli Orientali del Friuli"
"Pignolo","Colutta","Colli Orientali del Friuli"
"Pignolo","Ermacora","Friuli-Venezia Giulia"
"Pignolo","Rocca Bernarda","Friuli-Venezia Giulia"
"Pignolo","Castello di Arcania","Friuli-Venezia Giulia"
"Pignolo","Moschioni","Friuli-Venezia Giulia"
"Pignolo","Il Roncal","Friuli-Venezia Giulia"
"Pignolo","Colutta Gianpaolo","Friuli-Venezia Giulia"
"Pignolo","Ronchi di Cialla","Colli Orientali del Friuli"
"Pignolo","Dorigo","Friuli-Venezia Giulia"
"Pignolo","Vinai dell'Abbate","Friuli-Venezia Giulia"
"Pignolo","Collavini","Friuli-Venezia Giulia"
"Pignolo","Reguta","Friuli-Venezia Giulia"
"Pignolo","Bruno Venica","Friuli-Venezia Giulia"
"Pignolo","La Viarte","Colli Orientali del Friuli"
"Pignolo","Canus","Friuli-Venezia Giulia"
"Pignolo","Ronco delle Betulle","Rosazzo"
"Pignolo","Dario Coos","Friuli-Venezia Giulia"
"Pignolo","Conte d'Attimis Maniago","Friuli-Venezia Giulia"
"Pignolo","Specogna","Colli Orientali del Friuli"
"Pignolo","Visintini","Friuli-Venezia Giulia"
"Pignolo","Cozzarolo","Friuli-Venezia Giulia"
"Pignolo di Rosazzo","Nadalutti","Rosazzo"
"Pignolo Riserva Giulio Locatelli","Angoris","Friuli-Venezia Giulia"
"Pignolo Trevenezie","Cormòns","Friuli-Venezia Giulia"
"Pignotto Montepulciano d'Abruzzo Colline Teramane Riserva","Monti","Abruzzo"
"Pilin Gavi","Castellari Bergaglio","Gavi"
"Pillastro Collezione Privata Susumaniello","Cantine due Palme","Brindisi"
"Pillastro Primitivo Puglia","Cantine due Palme","Puglia"
"Pillastro Selezione d'Oro Primitivo-Negroamaro","Cantine due Palme","Brindisi"
"Pin","La Spinetta","Monferrato"
"Pin Pinot Grigio","Castello di Arcania","Friuli-Venezia Giulia"
"Pinataro Nero di Troia","Tagaro","Puglia"
"Pinataro Primitivo di Manduria","Tagaro","Primitivo di Manduria"
"Pinay Chardonnay Trentino","Maso Bianco","Trentino"
"Pindaro Chianti","Castellani","Chianti"
"Pindaro Primitivo di Manduria","Cooperativa Bosco","Primitivo di Manduria"
"Pinelli Prosecco Cuvée Brut","Giacomo Sperone","Veneto"
"Pinéro","Ca' del Bosco","Lombardia"
"Pinerolese Barbera","Merenda Con Corvi","Pinerolese"
"Pinerolese Ramie","Azienda Agricola La Rivà","Pinerolese"
"Pinerolese Rosso","Merenda Con Corvi","Pinerolese"
"Pini Teroldego Rotaliano","Zeni","Trentino"
"Pink Label Sangiovese-Merlot","I Balzini","Colli della Toscana Centrale"
"Pink Luxury Edition Pinot Noir Brut Rosé","Sensi","Toscana"
"Pinò","Gulfi","Terre Siciliane"
"Pinónero","Rocche dei Manzoni","Langhe"
"Pinot Bianco","Ca' Bolani","Friuli Aquileia"
"Pinot Bianco","Doro Princic","Friuli-Venezia Giulia"
"Pinot Bianco","Egger-Ramer","Südtirol-Alto Adige"
"Pinot Bianco","Jermann","Friuli-Venezia Giulia"
"Pinot Bianco","La Villa Nanni","Terre Siciliane"
"Pinot Bianco","De Tarczal","Trentino"
"Pinot Bianco","Mastri Vernacoli","Trentino"
"Pinot Bianco","Villa Locatelli","Friuli Isonzo"
"Pinot Bianco","Cornalé","Veneto"
"Pinot Bianco","La Viarte","Friuli-Venezia Giulia"
"Pinot Bianco","Borgo Boschetto","Friuli-Venezia Giulia"
"Pinot Bianco","Toros Franco","Collio"
"Pinot Bianco","Dürer Weg","Trentino-Alto Adige"
"Pinot Bianco","Giorgio Grai","Südtirol-Alto Adige"
"Pinot Bianco","Ca' Vescovo","Veneto"
"Pinot Bianco","Botter","Veneto"
"Pinot Bianco","Agit Optima","Oltrepò Pavese"
"Pinot Bianco","Terra Serena","Veneto"
"Pinot Bianco","Picech Roberto","Collio"
"Pinot Bianco","Primi Soli","Colli Berici"
"Pinot Bianco","Bellamia","Veneto"
"Pinot Bianco","Cembra","Trentino"
"Pinot Bianco","Venica & Venica","Collio"
"Pinot Bianco","Le Monde","Friuli Grave"
"Pinot Bianco","Masut Da Rive","Friuli-Venezia Giulia"
"Pinot Bianco","di Lenardo","Friuli-Venezia Giulia"
"Pinot Bianco","Tomasella","Veneto"
"Pinot Bianco","Villa Degli Olmi","Veneto"
"Pinot Bianco","Girlan","Südtirol-Alto Adige"
"Pinot Bianco","Castel Sallegg","Südtirol-Alto Adige"
"Pinot Bianco","Cielo e Terra","Veneto"
"Pinot Bianco","Weingut Fritz Kupelwieser","Südtirol-Alto Adige"
"Pinot Bianco","Sanvitto","Friuli Grave"
"Pinot Bianco","I Feudi di Romans","Friuli Isonzo"
"Pinot Bianco","Ronco del Gelso","Friuli Isonzo"
"Pinot Bianco","Livon","Friuli-Venezia Giulia"
"Pinot Bianco","Folino Capito","Venezia"
"Pinot Bianco","Luisa","Friuli-Venezia Giulia"
"Pinot Bianco","Parco del Venda","Veneto"
"Pinot Bianco","Zuc di Volpe","Colli Orientali del Friuli"
"Pinot Bianco","Terra Alpina","Vigneti delle Dolomiti"
"Pinot Bianco","Isidoro Polencic","Collio"
"Pinot Bianco","Bassi","Emilia"
"Pinot Bianco","Paolo Caccese","Collio"
"Pinot Bianco","Giacomo Salmaso","Colli Euganei"
"Pinot Bianco","Cantina d'Isera","Trentino-Alto Adige"
"Pinot Bianco","Roccaverde","Veneto"
"Pinot Bianco","Kellerei . Cantina KALTERN","Trentino-Alto Adige"
"Pinot Bianco","Casa Defrà","Veneto"
"Pinot Bianco","Principe di Corleone","Terre Siciliane"
"Pinot Bianco","Roncús","Friuli-Venezia Giulia"
"Pinot Bianco","Alois Lageder","Südtirol-Alto Adige"
"Pinot Bianco","Villa Varda","Friuli Grave"
"Pinot Bianco","Ca' Ronesca","Friuli-Venezia Giulia"
"Pinot Bianco","Cantina Kurtatsch","Südtirol-Alto Adige"
"Pinot Bianco","Petrucco","Friuli-Venezia Giulia"
"Pinot Bianco","Profil Roberto Ferrari","Trentino-Alto Adige"
"Pinot Bianco","Anzelin","Collio"
"Pinot Bianco","Muri-Gries","Südtirol-Alto Adige"
"Pinot Bianco","Bricchetto","Langhe"
"Pinot Bianco","Pierpaolo Pecorari","Venezia Giulia"
"Pinot Bianco","Ca Visa","Veneto"
"Pinot Bianco","Brusa","Rubicone"
"Pinot Bianco","Drius","Friuli-Venezia Giulia"
"Pinot Bianco","Kettmeir","Südtirol-Alto Adige"
"Pinot Bianco","Melag","Südtirol-Alto Adige"
"Pinot Bianco","Vignalta","Colli Euganei"
"Pinot Bianco","Cabert","Friuli-Venezia Giulia"
"Pinot Bianco","Visintini","Colli Orientali del Friuli"
"Pinot Bianco","Ermacora","Friuli-Venezia Giulia"
"Pinot Bianco","Hartmann Donà","Südtirol-Alto Adige"
"Pinot Bianco (Selezione)","Elena Walch","Südtirol-Alto Adige"
"Pinot Bianco (Weissburgunder)","Tiefenbrunner","Südtirol-Alto Adige"
"Pinot Bianco (Weißburgunder)","Kellerei . Cantina KALTERN","Trentino-Alto Adige"
"Pinot Bianco '1840'","H. Lun","Südtirol-Alto Adige"
"Pinot Bianco Alto Adige","Franz Haas","Südtirol-Alto Adige"
"Pinot Bianco Alto Adige Kristallberg","Elena Walch","Südtirol-Alto Adige"
"Pinot Bianco Breganze","Beato Bartolomeo Breganze","Breganze"
"Pinot Bianco Brut","Beato Bartolomeo Breganze","Veneto"
"Pinot Bianco Collio","Castello di Spessa","Collio"
"Pinot Bianco Collio","Cormòns","Friuli-Venezia Giulia"
"Pinot Bianco delle Venezie","Bosco dei Cirmioli","Veneto"
"Pinot Bianco delle Venezie","Corte Viola","Delle Venezie"
"Pinot Bianco Famoso","Tavernello","Emilia-Romagna"
"Pinot Bianco Friuli Aquileia","Zonin","Veneto"
"Pinot Bianco Frizzante","Trodo Antico","Veneto"
"Pinot Bianco Kastelaz","Elena Walch","Südtirol-Alto Adige"
"Pinot Bianco Langefeld","Pfitscher","Südtirol-Alto Adige"
"Pinot Bianco Marca Trevigiana","Villa Sandi","Veneto"
"Pinot Bianco Moriz","Tramin","Trentino-Alto Adige"
"Pinot Bianco Puglia","Giordano","Puglia"
"Pinot Bianco Riserva Vorberg","Terlan (Terlano)","Südtirol-Alto Adige"
"Pinot Bianco Secco","Quattro Valli","Rubicone"
"Pinot Bianco Superiore","Ca' Vescovo","Friuli Aquileia"
"Pinot Bianco Trentino","Fondazione Edmund Mach","Trentino"
"Pinot Bianco Veneto","La Cacciatora","Veneto"
"Pinot Bianco Veneto","Villa Mura","Veneto"
"Pinot Bianco Veneto","Vivolo di Sasso","Veneto"
"Pinot Bianco Vial","Kellerei . Cantina KALTERN","Trentino-Alto Adige"
"Pinot Bianco-Chardonnay","Cantine Vitevis","Veneto"
"Pinot Bianco-Chardonnay Frizzante","Ca' Munari","Langhe"
"Pinot Bianco-Chardonnay Frizzante","Vigneti Galassi","Emilia-Romagna"
"Pinot Bianco-Famoso","Legato","Rubicone"
"Pinot Bianco-Garganega","La Cavea","Veneto"
"Pinot Bianco-Pinot Grigio","Sacchetto","Veneto"
"Pinot Bianco-Pinot Grigio","Amor di Vigna","Emilia-Romagna"
"Pinot Bianco-Pinot Grigio delle Venezie","Terre di Gioia","Delle Venezie"
"Pinot Bianco-Pinot Nero","Biscardo","Valpolicella"
"Pinot Bianco-Weissburgunder","Tramin","Trentino-Alto Adige"
"Pinot Blanc","Aldi","Puglia"
"Pinot Brut","Duchessa Lia","Piemonte"
"Pinot Brut","Fontanafredda","Piemonte"
"Pinot Brut Rosé","Santero","Monferrato"
"Pinot Chardonnay Extra Dry","Santero","Monferrato"
"Pinot di Pinot Brut","Gancia","Asti"
"Pinot Grigio","Giacondi","Sicilia"
